  Average Value Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
193108,119,51,204,57,26,4,72,6,23,140
193109,119,51,204,57,26,4,72,6,22,140
193110,118,51,203,57,26,4,72,6,22,139
193111,118,51,203,57,26,4,72,6,22,139
193112,118,50,201,57,26,4,72,6,22,138
193201,118,50,201,57,26,4,72,6,22,138
193202,118,50,201,57,26,4,72,6,22,138
193203,117,50,200,57,26,4,71,6,22,138
193204,116,50,200,56,26,4,71,6,22,134
193205,115,50,200,55,26,4,71,6,22,134
193206,113,50,199,55,26,4,69,6,22,132
193207,113,51,203,54,25,4,69,6,22,133
193208,112,50,203,54,25,4,69,6,22,133
193209,111,50,203,53,25,4,69,6,22,133
193210,111,50,203,53,25,4,69,6,22,133
193211,110,50,203,53,25,4,69,6,22,133
193212,108,50,202,53,25,4,69,6,22,132
193301,108,50,202,53,25,4,69,6,22,132
193302,108,50,202,53,25,4,68,6,22,132
193303,108,49,201,53,25,4,68,6,22,132
193304,108,49,201,53,25,4,68,6,22,132
193305,108,49,199,53,25,4,68,6,22,132
193306,108,47,198,52,25,4,66,6,22,132
193307,109,47,201,54,27,4,66,6,22,138
193308,109,47,201,54,27,4,66,6,21,138
193309,109,47,201,54,27,4,66,6,21,137
193310,109,47,201,54,27,4,66,6,21,137
193311,109,47,201,54,27,4,66,6,21,137
193312,109,47,201,54,26,4,66,6,21,137
193401,109,47,201,54,26,4,66,6,21,136
193402,109,47,201,54,26,4,66,6,21,136
193403,109,47,201,54,26,4,66,6,21,136
193404,109,47,201,54,26,4,66,6,21,136
193405,109,47,200,53,26,4,66,6,21,136
193406,109,47,200,53,26,4,66,6,21,136
193407,111,47,200,54,27,4,68,9,21,142
193408,111,47,200,54,27,4,68,9,21,142
193409,111,47,200,54,27,4,68,9,21,142
193410,111,47,199,54,27,4,68,9,21,138
193411,111,47,198,54,27,4,68,9,21,138
193412,111,47,198,54,27,4,68,9,21,138
193501,111,47,198,54,27,4,68,9,21,137
193502,111,45,198,54,27,4,68,9,21,137
193503,111,45,198,54,27,4,68,9,21,137
193504,111,44,198,54,27,4,68,9,21,137
193505,111,44,198,54,26,4,68,9,21,136
193506,111,44,198,54,26,4,68,9,21,136
193507,109,46,200,54,26,4,69,9,21,139
193508,109,46,199,54,26,4,69,9,21,139
193509,108,46,199,54,26,4,69,9,21,137
193510,108,46,199,54,26,4,69,9,21,137
193511,108,46,199,54,26,4,69,9,21,137
193512,108,46,199,53,26,4,69,9,21,137
193601,108,46,199,53,26,4,69,9,21,137
193602,108,46,199,52,26,4,69,9,21,137
193603,107,46,199,52,26,4,68,9,21,137
193604,107,46,198,52,26,4,68,9,21,137
193605,107,46,198,52,26,4,67,9,21,137
193606,107,46,198,52,26,4,67,9,21,137
193607,119,49,211,54,27,4,70,10,21,143
193608,119,49,210,54,27,4,70,10,21,142
193609,119,49,210,54,27,4,70,10,21,142
193610,119,49,209,53,27,4,70,10,21,141
193611,119,49,209,53,27,4,70,10,21,141
193612,119,49,209,52,27,4,70,10,21,141
193701,119,48,209,52,27,4,70,10,21,138
193702,119,48,209,52,27,4,70,10,21,138
193703,119,48,209,51,27,4,70,10,21,138
193704,119,48,207,51,27,4,70,10,21,138
193705,119,48,207,51,27,4,70,10,21,138
193706,119,48,207,51,27,4,70,10,21,138
193707,124,52,226,53,30,4,74,12,22,145
193708,124,52,226,53,30,4,74,12,22,145
193709,124,52,226,52,30,4,74,12,22,145
193710,124,52,226,52,30,4,74,12,22,145
193711,124,52,226,52,30,4,74,12,22,145
193712,124,52,226,52,30,4,74,12,22,145
193801,124,52,226,52,30,4,74,12,22,145
193802,124,52,226,52,30,4,74,12,22,145
193803,124,52,226,52,30,4,74,12,22,145
193804,124,52,226,52,30,4,74,12,22,144
193805,124,52,225,52,30,4,73,12,22,143
193806,124,52,225,52,30,4,73,12,22,143
193807,126,53,237,54,30,5,74,12,23,147
193808,125,53,236,54,30,5,73,12,23,146
193809,125,53,236,54,30,5,73,12,23,146
193810,125,53,236,54,30,5,73,12,23,145
193811,125,53,236,54,30,5,73,12,23,144
193812,125,53,236,53,30,5,72,12,23,141
193901,125,53,236,53,30,5,72,12,23,141
193902,125,53,236,53,30,5,72,12,23,141
193903,125,53,236,53,30,5,72,12,23,141
193904,125,53,236,53,30,5,72,12,23,140
193905,124,53,236,53,30,5,72,12,23,140
193906,124,53,236,53,30,5,72,12,23,139
193907,124,53,239,52,30,6,73,12,23,138
193908,124,53,239,52,30,6,73,12,23,136
193909,124,53,238,52,30,6,73,12,23,134
193910,124,53,238,52,30,6,73,12,23,133
193911,124,53,238,52,30,6,73,12,23,132
193912,124,53,238,52,30,6,73,12,23,132
194001,124,53,238,51,30,6,73,12,23,132
194002,124,53,238,51,30,6,73,12,23,132
194003,124,53,238,51,30,6,73,12,23,132
194004,124,53,238,51,30,6,73,12,23,132
194005,123,52,238,51,30,6,73,12,23,132
194006,123,52,238,51,30,6,73,12,23,132
194007,125,55,247,51,30,6,74,13,24,138
194008,124,55,247,51,30,6,74,13,24,137
194009,124,55,247,51,30,6,74,13,24,135
194010,124,55,247,51,30,6,74,13,24,134
194011,124,55,247,51,30,6,74,13,24,134
194012,123,54,247,50,30,6,74,13,24,134
194101,123,54,247,50,30,6,74,13,24,134
194102,123,54,247,49,30,6,74,13,24,134
194103,123,54,247,49,30,6,74,13,24,134
194104,123,54,247,49,30,6,74,13,24,134
194105,123,54,247,49,30,6,74,13,24,134
194106,123,54,247,49,30,6,74,13,24,133
194107,124,54,254,50,31,7,75,13,26,138
194108,124,54,254,50,31,7,75,13,26,137
194109,124,54,254,50,31,7,75,13,26,137
194110,124,54,254,50,31,7,75,13,26,137
194111,124,54,254,50,31,7,75,13,26,136
194112,124,54,254,50,31,7,75,13,26,136
194201,124,54,254,50,31,7,75,13,26,136
194202,124,54,254,50,31,7,75,13,26,136
194203,124,53,254,50,31,7,75,13,26,136
194204,124,53,254,50,31,7,75,13,26,136
194205,124,53,254,50,31,7,75,13,26,136
194206,124,53,254,50,31,7,75,13,26,136
194207,124,55,259,50,32,7,74,14,26,138
194208,124,55,259,50,32,7,74,14,26,138
194209,124,55,259,50,32,7,74,14,26,138
194210,124,55,259,50,32,7,73,14,26,138
194211,124,55,259,50,32,7,73,14,26,138
194212,124,55,259,49,32,7,73,14,26,138
194301,124,55,259,49,32,7,73,14,26,138
194302,124,55,258,49,32,7,73,14,26,138
194303,124,55,257,49,32,7,73,14,26,138
194304,124,55,257,48,32,7,73,14,26,138
194305,124,55,257,48,32,7,73,14,26,138
194306,124,55,257,48,32,7,73,14,26,137
194307,125,56,257,49,33,7,73,14,26,137
194308,125,56,257,49,33,7,73,14,26,137
194309,125,56,257,49,33,7,73,14,26,137
194310,125,56,257,48,33,7,73,14,26,137
194311,125,56,257,47,33,7,73,14,26,137
194312,125,56,257,47,33,7,73,14,26,135
194401,125,56,257,46,33,7,73,14,26,133
194402,125,56,257,46,33,7,73,14,26,132
194403,125,56,257,46,33,7,73,14,26,132
194404,125,56,257,46,33,7,73,14,26,132
194405,125,56,257,46,33,7,73,14,25,132
194406,125,56,257,46,33,7,73,14,25,132
194407,127,56,267,48,36,7,74,15,29,135
194408,127,56,267,48,36,7,74,15,29,135
194409,127,56,267,48,36,7,73,15,29,135
194410,126,56,267,48,36,7,73,15,29,134
194411,126,56,267,48,36,7,73,15,29,134
194412,126,56,267,48,36,7,73,15,29,133
194501,126,55,267,48,36,7,73,15,29,133
194502,126,55,267,48,36,7,73,15,29,133
194503,126,55,267,48,36,7,73,15,29,133
194504,126,55,267,48,36,7,73,15,29,133
194505,126,55,267,48,36,7,73,15,29,133
194506,126,55,267,48,36,7,73,15,29,133
194507,131,56,273,49,39,7,79,16,30,138
194508,131,56,273,49,39,7,79,16,30,138
194509,131,56,273,49,39,7,79,16,30,138
194510,130,56,273,49,39,7,79,16,30,138
194511,130,56,273,48,39,7,79,16,30,137
194512,130,56,273,48,39,7,79,16,30,137
194601,130,56,272,48,39,7,79,16,30,137
194602,129,56,272,48,39,7,79,16,30,137
194603,129,56,272,48,39,7,79,16,30,137
194604,129,56,272,48,39,7,79,16,30,137
194605,129,56,272,48,39,7,79,16,30,137
194606,129,55,272,48,39,7,79,16,30,137
194607,138,57,288,50,41,7,79,18,35,142
194608,138,57,288,50,41,7,78,18,35,142
194609,138,57,288,50,41,7,78,18,35,142
194610,138,57,288,50,41,7,77,18,35,142
194611,138,57,288,50,40,7,77,18,35,142
194612,138,57,288,50,40,7,77,18,35,142
194701,138,57,288,50,40,7,77,18,35,142
194702,138,57,288,50,40,7,77,18,35,142
194703,138,57,288,50,40,7,77,18,35,142
194704,138,57,288,50,40,7,77,18,35,142
194705,138,57,288,50,40,7,77,18,35,142
194706,138,57,288,50,40,7,77,18,35,141
194707,147,58,297,51,43,7,84,18,46,146
194708,147,58,297,51,43,7,84,18,46,146
194709,147,58,297,51,43,7,84,18,46,146
194710,147,58,297,51,43,7,84,18,45,146
194711,147,58,297,51,43,7,84,18,45,146
194712,147,58,297,51,43,7,84,18,45,146
194801,147,58,297,51,43,7,84,18,45,146
194802,147,58,297,51,43,7,84,18,45,146
194803,147,58,297,51,43,7,84,18,45,146
194804,147,58,297,51,43,7,84,18,45,146
194805,147,58,297,51,43,7,84,18,45,146
194806,147,58,297,51,43,7,84,18,45,146
194807,152,63,307,53,44,7,85,18,51,154
194808,152,63,307,53,44,7,85,18,51,154
194809,152,63,306,53,44,7,85,18,51,154
194810,152,63,306,53,44,7,85,18,51,154
194811,152,63,306,53,44,7,85,18,51,154
194812,152,63,306,53,44,7,85,18,51,154
194901,152,63,306,53,44,7,85,18,51,154
194902,152,63,306,53,44,7,85,18,51,154
194903,152,63,306,53,44,7,85,18,51,154
194904,152,63,306,53,44,7,85,18,51,154
194905,152,63,306,53,44,7,85,18,51,154
194906,152,63,306,53,44,7,85,18,51,154
194907,153,64,313,55,45,8,87,18,56,158
194908,153,64,313,55,45,8,87,18,56,158
194909,153,64,313,55,45,8,87,18,56,158
194910,153,64,313,55,45,8,87,18,56,158
194911,153,64,313,55,45,8,87,18,56,158
194912,153,64,313,55,45,8,87,18,56,157
195001,153,64,313,55,45,8,85,18,56,157
195002,153,64,313,55,45,8,85,18,56,157
195003,153,64,313,55,45,8,85,18,56,157
195004,153,64,313,55,45,8,85,18,56,157
195005,153,64,313,55,44,8,85,18,56,157
195006,153,64,313,54,44,8,85,18,56,157
195007,153,65,313,57,44,8,85,18,72,159
195008,153,65,313,57,44,8,85,18,72,159
195009,153,65,313,57,44,8,85,18,72,159
195010,153,65,313,57,44,8,85,18,72,159
195011,153,65,313,57,44,8,85,18,72,159
195012,153,64,312,57,44,8,85,18,72,159
195101,153,64,312,57,44,8,85,18,72,158
195102,153,64,312,57,44,8,85,18,72,158
195103,153,64,312,57,44,8,85,18,72,158
195104,153,64,312,57,44,8,85,18,72,158
195105,153,64,312,57,44,8,85,18,72,158
195106,153,64,312,57,44,8,85,18,72,158
195107,156,65,318,59,46,8,86,19,84,161
195108,155,65,318,59,46,8,86,19,84,161
195109,155,65,317,59,46,8,86,19,84,161
195110,155,65,317,59,46,8,86,19,84,161
195111,155,65,316,59,46,8,86,19,83,161
195112,155,65,316,59,46,8,86,19,83,161
195201,155,65,316,59,46,8,86,19,83,161
195202,155,65,316,59,46,8,86,19,83,161
195203,155,65,316,59,46,8,86,19,83,160
195204,154,65,316,59,46,8,86,19,83,160
195205,154,65,316,59,46,8,86,19,83,160
195206,154,65,316,59,46,8,86,19,83,160
195207,156,66,323,60,49,8,87,19,83,160
195208,156,66,323,60,49,8,87,19,83,160
195209,156,66,323,60,49,8,87,19,83,160
195210,156,66,323,60,49,8,87,18,83,160
195211,156,66,322,60,49,8,87,18,83,160
195212,156,66,322,60,49,8,87,18,83,160
195301,156,66,322,60,49,8,87,18,83,160
195302,156,66,322,60,49,7,86,18,83,160
195303,154,66,322,60,48,7,86,18,83,160
195304,154,66,322,60,48,7,86,18,83,160
195305,154,66,321,60,48,7,86,17,83,157
195306,154,66,321,60,48,7,86,17,83,157
195307,154,65,329,60,50,8,88,18,87,161
195308,153,65,329,60,50,8,88,18,87,161
195309,152,65,329,60,50,8,87,18,87,161
195310,152,64,329,60,50,8,87,18,87,161
195311,152,64,328,60,50,8,87,18,87,161
195312,152,64,328,60,50,8,87,18,87,161
195401,152,64,328,60,50,8,87,18,87,161
195402,152,64,328,60,50,8,87,18,87,161
195403,152,64,328,60,50,8,87,18,87,161
195404,152,64,327,60,50,8,87,18,87,161
195405,152,63,325,60,50,8,87,18,87,161
195406,152,63,325,60,50,8,87,18,87,161
195407,152,62,332,60,50,9,87,18,90,162
195408,152,62,332,59,50,9,87,18,90,162
195409,152,62,332,59,50,9,87,18,90,162
195410,152,61,331,59,50,9,87,18,90,160
195411,152,61,331,58,50,9,87,18,90,160
195412,152,61,331,58,50,9,87,18,90,160
195501,152,61,331,58,50,9,87,18,89,160
195502,150,61,330,58,50,9,87,18,89,160
195503,150,61,328,58,50,9,87,18,89,160
195504,150,61,328,58,50,9,87,17,89,159
195505,150,61,328,57,49,9,87,17,89,158
195506,150,61,328,57,49,9,87,17,89,158
195507,152,62,339,59,49,9,88,17,92,159
195508,152,62,338,58,49,9,88,17,92,158
195509,152,61,337,57,49,9,88,17,92,158
195510,152,60,337,56,49,9,88,17,92,158
195511,152,60,337,56,49,9,88,17,92,158
195512,152,59,335,56,49,9,87,17,92,158
195601,151,58,335,56,49,9,87,17,92,158
195602,151,58,335,56,49,9,86,17,92,158
195603,151,58,335,56,49,9,86,17,92,158
195604,151,58,335,56,49,9,86,17,92,158
195605,149,58,335,56,49,9,86,17,92,158
195606,149,58,334,56,49,9,86,17,92,156
195607,149,57,344,57,50,10,87,17,93,158
195608,148,57,344,56,50,10,87,17,93,157
195609,148,57,343,56,50,10,87,17,93,156
195610,148,57,341,55,50,10,87,17,93,156
195611,147,57,341,55,50,10,87,17,93,156
195612,147,57,341,55,50,10,87,17,93,156
195701,147,57,338,54,50,10,87,17,93,156
195702,147,57,338,54,50,10,87,17,93,156
195703,147,57,338,54,50,10,87,17,93,156
195704,147,56,338,54,50,10,87,17,93,156
195705,146,55,337,54,50,10,87,17,93,156
195706,146,54,335,54,50,10,87,17,93,156
195707,150,56,347,56,59,10,87,17,94,160
195708,149,56,346,56,58,10,87,17,94,160
195709,149,56,345,56,58,10,87,17,94,159
195710,148,56,345,56,58,9,86,17,94,159
195711,148,56,345,56,57,9,86,17,94,159
195712,148,56,343,56,57,9,86,17,94,157
195801,148,56,341,56,57,9,86,17,94,157
195802,148,56,341,56,57,9,85,17,94,157
195803,147,56,339,56,57,9,84,17,94,156
195804,147,56,339,56,57,9,84,17,94,156
195805,146,56,338,56,57,9,84,17,94,156
195806,146,55,337,55,57,9,84,17,94,156
195807,147,51,347,55,63,9,83,20,96,167
195808,147,51,346,55,63,9,83,20,96,166
195809,147,51,345,55,63,9,83,20,96,164
195810,147,51,344,55,63,9,83,20,96,162
195811,147,51,344,55,63,9,83,20,96,162
195812,147,50,343,55,63,9,83,20,96,162
195901,147,50,343,55,63,9,83,20,96,162
195902,147,50,343,55,63,9,81,20,96,162
195903,147,50,342,55,62,9,80,20,96,160
195904,147,50,341,55,62,9,80,20,96,158
195905,147,50,341,55,62,9,80,20,96,158
195906,147,50,341,55,62,9,80,20,96,157
195907,152,49,347,52,68,10,83,22,100,160
195908,152,49,347,52,68,10,83,22,100,159
195909,152,49,347,52,68,10,83,22,100,159
195910,151,49,347,52,67,10,83,22,100,159
195911,151,49,346,52,67,10,83,22,100,159
195912,151,49,346,52,66,10,83,22,100,158
196001,151,49,346,52,65,10,83,22,100,158
196002,151,49,346,52,65,10,83,22,100,157
196003,150,49,346,52,65,10,83,22,100,157
196004,149,49,345,52,65,10,83,22,100,156
196005,149,49,343,52,64,10,83,22,100,156
196006,149,49,343,52,64,10,83,22,100,156
196007,151,49,359,52,73,10,90,23,101,164
196008,151,49,359,52,73,10,89,23,101,164
196009,151,49,359,52,73,10,89,23,100,164
196010,148,49,359,52,73,10,89,23,100,163
196011,147,49,359,52,73,10,89,23,100,162
196012,146,49,359,52,73,10,89,23,100,162
196101,144,49,358,52,73,10,89,22,100,162
196102,141,49,358,52,73,10,89,22,100,161
196103,141,49,358,51,73,10,89,22,100,161
196104,140,49,358,50,73,10,89,22,100,161
196105,140,49,358,50,73,10,89,22,100,161
196106,140,49,358,50,73,10,88,22,100,160
196107,146,51,368,50,80,10,93,22,103,164
196108,145,51,367,50,80,10,93,22,103,162
196109,145,50,367,50,80,10,93,22,103,161
196110,145,50,366,50,80,10,92,22,103,161
196111,145,50,366,50,80,9,92,22,103,160
196112,145,50,366,49,79,9,92,22,103,159
196201,144,50,365,49,79,9,92,22,103,159
196202,143,50,364,48,79,9,92,22,103,159
196203,143,50,364,48,79,9,92,22,103,159
196204,143,50,361,47,79,9,92,22,103,158
196205,143,50,361,46,79,9,91,22,103,158
196206,143,50,361,45,78,9,91,22,102,158
196207,148,51,378,51,86,12,97,23,103,163
196208,148,51,378,51,86,12,97,23,103,163
196209,148,51,377,51,86,12,97,23,103,163
196210,147,51,377,51,86,12,97,23,103,163
196211,146,51,376,51,86,12,97,23,103,163
196212,146,51,375,51,86,12,97,23,103,163
196301,146,51,375,51,86,12,97,23,103,162
196302,146,51,374,51,86,12,97,23,103,162
196303,146,51,374,51,86,12,96,23,103,162
196304,146,51,373,51,86,12,96,23,103,161
196305,146,50,372,50,85,12,95,23,103,160
196306,146,50,371,50,84,12,95,23,103,160
196307,251,114,622,119,132,22,191,36,119,346
196308,250,114,621,119,132,22,191,36,119,342
196309,248,114,619,119,132,22,191,36,116,342
196310,247,114,617,118,131,22,191,36,116,339
196311,246,114,616,117,131,22,191,36,116,338
196312,245,113,611,116,131,22,190,36,115,337
196401,245,112,606,116,131,22,189,36,114,337
196402,245,112,605,116,131,22,189,36,114,337
196403,243,112,602,116,131,22,189,36,114,336
196404,243,112,600,116,131,21,188,36,114,334
196405,242,112,596,116,130,21,186,36,114,333
196406,241,112,594,115,130,21,186,36,114,333
196407,259,119,626,118,144,22,204,38,118,346
196408,259,119,625,118,144,22,203,38,118,345
196409,258,119,620,118,144,22,202,38,118,344
196410,258,119,618,117,144,22,202,38,118,341
196411,258,118,617,116,144,22,202,38,118,340
196412,257,117,615,115,142,22,202,38,118,340
196501,257,117,612,113,141,22,201,38,118,339
196502,256,116,610,112,141,22,199,38,118,338
196503,255,116,608,112,138,22,199,38,118,335
196504,255,115,605,112,138,22,198,38,118,335
196505,255,115,603,112,138,22,197,38,118,332
196506,253,115,602,111,138,22,197,38,118,331
196507,269,119,635,112,151,25,214,39,120,358
196508,269,119,634,111,150,25,213,39,120,357
196509,268,119,630,111,149,25,210,39,120,356
196510,267,117,627,111,149,25,208,39,120,355
196511,267,117,625,111,149,25,207,39,120,353
196512,264,117,623,111,148,25,207,39,120,353
196601,263,117,621,110,147,25,205,38,120,350
196602,261,117,615,110,147,25,205,38,120,348
196603,261,117,614,110,147,25,204,38,120,348
196604,259,117,612,109,147,25,203,38,120,348
196605,256,117,610,108,146,25,200,38,120,347
196606,254,116,608,107,146,25,199,38,120,346
196607,275,117,635,109,159,26,214,39,123,361
196608,275,117,634,109,158,26,214,39,123,357
196609,274,117,634,108,158,26,214,39,123,356
196610,274,117,631,107,158,26,213,39,123,354
196611,274,116,628,107,158,26,210,39,123,352
196612,272,116,626,107,157,26,209,39,123,348
196701,271,115,625,107,157,26,209,39,123,346
196702,270,115,623,107,157,26,209,39,123,345
196703,270,115,621,106,155,26,207,39,123,345
196704,268,115,620,106,153,26,207,39,123,343
196705,266,114,616,105,152,25,205,39,123,340
196706,264,112,613,105,152,25,205,39,123,338
196707,274,120,651,107,166,26,212,40,126,346
196708,272,119,648,106,166,26,212,40,126,344
196709,271,117,639,106,165,26,211,40,126,342
196710,269,117,635,105,164,24,209,40,126,341
196711,267,115,632,105,164,23,208,40,126,340
196712,266,115,627,104,163,23,206,39,126,339
196801,263,115,617,103,162,22,205,38,124,338
196802,263,114,613,103,161,22,204,38,124,335
196803,261,114,612,103,161,22,203,38,124,333
196804,259,114,609,102,161,22,202,38,123,330
196805,257,113,604,102,161,22,202,38,123,329
196806,253,113,597,99,160,22,200,38,123,326
196807,266,122,631,101,185,25,216,44,126,344
196808,265,122,629,101,185,25,216,44,126,342
196809,263,122,625,101,184,25,216,44,126,339
196810,262,121,618,100,183,25,214,44,126,339
196811,262,120,613,100,182,25,212,44,126,338
196812,259,120,606,99,182,25,212,44,126,336
196901,259,119,602,99,182,25,207,44,126,333
196902,258,117,597,99,181,25,207,44,126,332
196903,258,116,596,98,180,25,206,44,126,328
196904,255,116,595,98,179,24,205,44,126,327
196905,255,116,591,98,177,24,204,44,126,326
196906,254,114,590,97,177,24,204,44,126,323
196907,279,127,621,100,202,26,234,49,132,371
196908,279,126,619,100,200,26,234,49,132,370
196909,278,126,617,100,200,26,233,49,132,366
196910,278,126,616,100,199,26,233,49,132,366
196911,278,125,614,98,198,26,233,49,132,365
196912,276,124,613,98,196,26,230,49,132,365
197001,276,124,611,98,196,26,228,49,132,365
197002,275,124,609,98,196,26,228,49,132,365
197003,275,124,609,98,196,26,228,49,132,361
197004,275,124,607,98,194,26,228,49,132,358
197005,275,123,602,98,194,26,227,49,132,358
197006,273,123,602,97,193,26,225,49,132,356
197007,303,133,628,105,197,27,253,53,135,406
197008,303,132,626,105,196,27,252,53,135,404
197009,303,132,626,105,194,26,252,53,135,403
197010,303,132,624,104,194,26,252,53,135,403
197011,303,131,623,104,193,26,251,52,135,402
197012,302,131,618,103,192,26,249,52,135,400
197101,300,131,617,103,192,26,247,51,135,399
197102,298,131,616,102,192,26,246,51,135,398
197103,297,131,616,101,191,26,245,51,135,396
197104,296,131,613,101,189,26,244,51,135,396
197105,295,131,609,101,187,25,244,51,135,393
197106,293,131,607,101,185,25,244,51,135,391
197107,312,135,622,106,194,27,268,60,140,439
197108,311,135,621,106,194,27,268,60,140,438
197109,311,135,621,106,192,27,268,60,140,438
197110,311,135,621,106,192,27,268,60,140,438
197111,311,134,619,106,192,27,268,60,139,438
197112,311,134,618,106,191,27,268,60,139,436
197201,310,134,613,106,190,27,268,60,139,436
197202,310,134,613,106,190,27,268,60,139,435
197203,309,133,612,106,189,27,268,60,139,433
197204,308,133,611,105,188,27,268,60,139,431
197205,308,133,610,104,188,27,268,60,139,428
197206,308,133,609,104,187,27,267,60,139,425
197207,338,139,628,108,194,27,292,70,143,486
197208,334,138,627,108,194,27,291,70,143,483
197209,334,138,626,108,194,27,290,70,143,483
197210,333,137,625,108,194,27,289,70,143,482
197211,332,137,623,108,192,27,289,70,143,480
197212,332,137,621,108,192,27,288,70,143,480
197301,330,136,620,108,191,27,286,70,142,479
197302,327,136,617,108,190,27,286,70,142,478
197303,326,136,616,107,190,27,286,70,142,476
197304,326,135,616,107,189,27,285,70,142,475
197305,322,135,613,106,187,27,283,70,142,473
197306,321,135,613,106,186,27,282,70,142,472
197307,545,213,965,167,424,45,545,136,183,1917
197308,539,211,960,165,421,45,540,136,183,1898
197309,536,211,956,165,418,45,536,133,183,1887
197310,535,210,953,165,414,45,530,133,183,1876
197311,531,205,942,163,406,45,524,133,183,1846
197312,521,205,937,161,401,44,518,130,183,1817
197401,518,204,932,161,399,44,517,128,183,1803
197402,516,203,929,161,396,44,515,128,183,1796
197403,515,203,929,160,391,43,514,128,183,1786
197404,511,202,926,158,388,43,512,127,183,1780
197405,505,201,918,158,385,43,508,125,182,1769
197406,501,198,914,158,382,43,505,125,182,1755
197407,503,192,914,170,387,43,496,130,184,1722
197408,499,189,911,168,381,43,494,129,184,1711
197409,493,186,910,168,377,42,491,129,184,1702
197410,491,182,907,168,373,42,487,129,184,1692
197411,489,180,903,167,371,42,486,129,182,1682
197412,487,179,898,162,368,42,485,129,182,1670
197501,483,179,895,161,366,42,480,126,182,1660
197502,482,179,894,160,364,42,480,125,182,1656
197503,481,179,891,159,362,42,478,125,182,1652
197504,480,178,887,159,362,42,477,125,181,1643
197505,480,177,886,159,361,42,477,125,181,1640
197506,478,175,881,158,357,41,473,122,181,1633
197507,482,175,898,173,359,42,479,134,185,1638
197508,480,173,892,173,357,42,479,134,185,1633
197509,480,173,891,173,356,42,477,133,185,1631
197510,478,173,891,173,356,42,476,131,184,1623
197511,476,173,889,172,355,42,472,131,184,1619
197512,472,173,887,172,354,41,471,129,184,1613
197601,471,173,883,169,353,41,468,129,184,1605
197602,469,173,880,168,353,41,467,129,184,1601
197603,465,171,879,168,352,41,464,129,184,1597
197604,462,170,877,168,348,41,462,128,184,1592
197605,461,170,871,165,347,41,461,128,184,1586
197606,458,170,867,165,346,41,459,128,184,1583
197607,476,174,905,182,368,42,487,135,187,1653
197608,473,172,898,182,368,42,483,135,187,1647
197609,473,172,895,182,366,42,481,135,187,1641
197610,472,171,891,180,366,42,481,135,187,1638
197611,471,171,888,179,364,42,479,134,187,1636
197612,470,170,882,178,361,42,479,130,187,1629
197701,466,167,879,176,357,42,478,129,187,1623
197702,464,166,876,174,355,42,477,128,187,1619
197703,460,166,873,172,355,42,473,127,187,1616
197704,459,165,869,172,354,42,473,126,187,1613
197705,455,165,862,169,353,42,472,124,187,1611
197706,452,164,857,169,353,42,470,123,186,1608
197707,461,170,894,190,385,44,496,133,187,1666
197708,457,168,892,187,382,44,491,132,187,1658
197709,455,167,888,186,380,44,490,132,187,1648
197710,451,167,881,186,378,44,487,131,187,1642
197711,450,167,879,185,376,44,484,130,187,1640
197712,448,167,867,185,373,44,479,128,187,1635
197801,446,164,858,185,368,44,475,125,187,1620
197802,442,164,855,185,367,44,473,125,187,1611
197803,440,164,851,185,366,44,471,125,187,1605
197804,436,164,845,182,364,43,470,124,187,1602
197805,431,164,834,179,362,43,466,123,187,1596
197806,428,164,819,177,360,43,460,120,187,1589
197807,424,167,855,188,377,43,478,124,189,1650
197808,418,164,851,185,375,43,476,124,187,1642
197809,416,164,848,185,374,42,471,122,187,1633
197810,412,163,845,184,372,42,467,122,187,1624
197811,412,163,840,184,371,41,463,122,187,1615
197812,411,162,837,183,367,41,461,121,187,1607
197901,408,160,827,182,365,41,455,121,187,1596
197902,404,159,824,179,364,41,454,120,187,1584
197903,402,159,821,177,362,41,453,119,187,1580
197904,399,158,819,176,358,41,451,118,187,1567
197905,398,157,817,175,357,41,451,117,187,1559
197906,394,155,813,174,354,40,448,115,187,1544
197907,400,158,842,199,396,45,458,127,188,1637
197908,396,158,836,198,396,44,456,126,187,1629
197909,394,157,833,198,394,44,454,124,187,1620
197910,393,156,831,195,393,44,452,124,187,1616
197911,391,154,828,194,389,43,449,124,187,1609
197912,389,152,824,193,384,43,447,123,187,1603
198001,384,150,816,191,381,43,444,123,187,1583
198002,382,148,812,191,379,43,442,122,187,1578
198003,381,148,810,190,379,42,439,122,187,1567
198004,378,148,804,189,378,41,436,119,187,1560
198005,375,147,802,188,375,40,434,117,186,1549
198006,374,147,798,188,371,39,431,117,186,1539
198007,384,155,832,244,419,43,452,136,189,1632
198008,383,154,828,243,415,43,451,135,188,1615
198009,376,152,822,242,412,43,450,133,188,1607
198010,375,152,821,241,411,43,446,133,188,1598
198011,374,152,817,240,408,43,445,132,188,1592
